Bug,,,,,,,Fire,,,,,,,Dark,,,,,,,Ghost,,,,,,,Fairy,,,,,,,Figthing,,,,,,,Poison,,,,,,,Ice,,,,,,,Flying,,,,,,,Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Move,PowerPWR,EnergyENG,DurationDUR,"P/S
                                
                                    Power per Second (DPS)
                                    How effective a move is at dealing damage","E/S
                                
                                    Energy per Second (EPS)
                                    How effective a fast move is at building up charged move energy","P/E
                                
                                    Power per Energy (DPE)
                                    How efficiently a charged move converts energy into damage","P2/ES
                                
                                    P/S * P/E
                                    How well a charged move both uses charged energy and deals damage","PE/S2
                                
                                    P/S * E/S
                                    How well a fast move accomplishes both building charged energy and dealing damage on its own","Top Users

                                    
                                        AttackerDefender",Normal,Fire,Water,Grass,Electric,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,"Fairy
Normal",,,,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,Water,,,,,,,,,,,,,,,,,,Grass,,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,Ice,,,,,,,,,,,,,,,,,,Fighting,,,,,,,,,,,,,,,,,,Poison,,,,,,,,,,,,,,,,,,Ground,,,,,,,,,,,,,,,,,,Flying,,,,,,,,,,,,,,,,,,Psychic,,,,,,,,,,,,,,,,,,Bug,,,,,,,,,,,,,,,,,,Rock,,,,,,,,,,,,,,,,,,Ghost,,,,,,,,,,,,,,,,,,Dragon,,,,,,,,,,,,,,,,,,Dark,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,Fairy
64,Ho-Oh,Hidden Power Bug,Brave Bird,eDPS 14.52,68.80%,,64,Shadow Ninetales,Fire Spin,Weather Ball Fire,eDPS 18.27,79.80%,,64,Shadow Vikavolt,Bug Bite,Crunch,eDPS 16.62,73.70%,,64,Zoroark,Shadow Claw,Foul Play,eDPS 15.89,74.30%,,64,Weezing (Galarian),Fairy Wind,Play Rough,eDPS 13.43,73.80%,,64,Toxicroak,Counter,Dynamic Punch,eDPS 16.85,70.20%,,64,Shadow Haunter,Lick*,Sludge Bomb,eDPS 14.06,69.50%,,64,Regice,Frost Breath,Blizzard,eDPS 14.98,70.20%,,64,Togekiss,Air Slash,Aerial Ace,eDPS 16.47,71.60%,,64,Meganium,Vine Whip,Frenzy Plant*,eDPS 15.70,77.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Buzzwole,Counter,Fell Stinger,eDPS 14.47,68.60%,,65,Shadow Groudon,Mud Shot,Fire Blast,eDPS 18.07,78.90%,,65,Shadow Arcanine (Hisuian),Snarl,Crunch,eDPS 16.60,73.60%,,65,Necrozma,Shadow Claw,Dark Pulse,eDPS 15.79,73.80%,,65,Braviary (Hisuian),Air Slash,Dazzling Gleam,eDPS 13.41,73.70%,,65,Landorus (Therian),Mud Shot,Superpower,eDPS 16.82,70.10%,,65,Slowking (Galarian),Acid,Sludge Wave,eDPS 14.01,69.20%,,65,Shadow Sandslash (Alolan),Powder Snow,Blizzard,eDPS 14.92,69.90%,,65,Shadow Ursaluna,Tackle,Aerial Ace,eDPS 16.23,70.60%,,65,Shadow Bellossom,Magical Leaf,Leaf Blade,eDPS 15.60,76.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Samurott,Fury Cutter,Megahorn,eDPS 14.39,68.20%,,66,Mega Tyranitar,Bite,Fire Blast,eDPS 17.97,78.50%,,66,Shadow Thundurus (Incarnate),Astonish,Crunch,eDPS 16.53,73.30%,,66,Mega Glalie,Powder Snow,Shadow Ball,eDPS 15.79,73.80%,,66,Zamazenta (Hero of Many Battles),Metal Claw,Moonblast,eDPS 13.40,73.70%,,66,Mewtwo,Psycho Cut,Focus Blast,eDPS 16.76,69.80%,,66,Toxtricity (Low Key),Poison Jab,Wild Charge,eDPS 13.99,69.20%,,66,Shadow Froslass,Powder Snow,Triple Axel,eDPS 14.82,69.50%,,66,Mega Beedrill,Poison Jab,Aerial Ace,eDPS 16.17,70.30%,,66,Victreebel,Magical Leaf*,Leaf Blade,eDPS 15.58,76.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Samurott (Hisuian),Fury Cutter,X-Scissor,eDPS 14.33,67.90%,,67,Typhlosion (Hisuian),Ember,Overheat,eDPS 17.95,78.40%,,67,Shiftry,Snarl,Foul Play,eDPS 16.48,73.10%,,67,Shadow Typhlosion,Shadow Claw,Blast Burn*,eDPS 15.79,73.80%,,67,Slurpuff,Charm,Play Rough,eDPS 13.25,72.90%,,67,Shadow Golurk,Mud Slap,Dynamic Punch,eDPS 16.74,69.70%,,67,Toxtricity (Amped),Poison Jab,Wild Charge,eDPS 13.99,69.20%,,67,Shadow Empoleon,Metal Claw,Blizzard,eDPS 14.82,69.50%,,67,Shadow Archeops,Wing Attack,Dragon Claw,eDPS 16.16,70.30%,,67,Shadow Gardevoir,Magical Leaf,Dazzling Gleam,eDPS 15.58,76.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Bisharp,Snarl,X-Scissor,eDPS 14.30,67.80%,,68,Shadow Garchomp,Mud Shot,Fire Blast,eDPS 17.81,77.80%,,68,Shadow Ampharos,Volt Switch,Brutal Swing,eDPS 16.46,73.00%,,68,Annihilape,Low Kick,Shadow Ball,eDPS 15.74,73.60%,,68,Tsareena,Charm,Triple Axel,eDPS 13.24,72.80%,,68,Mienshao,Force Palm,Brick Break,eDPS 16.70,69.60%,,68,Zoroark (Hisuian),Shadow Claw,Sludge Bomb,eDPS 13.91,68.80%,,68,Shadow Suicune,Ice Fang,Ice Beam,eDPS 14.70,68.90%,,68,Shadow Gliscor,Wing Attack,Acrobatics,eDPS 16.03,69.70%,,68,Porygon-Z,Lock On,Solar Beam,eDPS 15.57,76.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Shadow Reuniclus,Hidden Power Bug,Shadow Ball,eDPS 14.28,67.70%,,69,Mewtwo,Psycho Cut,Flamethrower,eDPS 17.57,76.70%,,69,Mega Manectric,Snarl,Wild Charge,eDPS 16.36,72.60%,,69,Gourgeist (Super Size),Hex,Shadow Ball,eDPS 15.63,73.10%,,69,Jirachi,Confusion,Dazzling Gleam,eDPS 13.20,72.60%,,69,Shadow Darmanitan,Fire Fang,Focus Blast,eDPS 16.70,69.50%,,69,Guzzlord,Snarl,Sludge Bomb,eDPS 13.90,68.70%,,69,Ninetales (Alolan),Powder Snow,Weather Ball Ice,eDPS 14.68,68.80%,,69,Yanmega,Wing Attack,Aerial Ace,eDPS 15.90,69.10%,,69,Lilligant,Magical Leaf,Solar Beam,eDPS 15.44,75.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Shadow Tangrowth,Infestation,Power Whip,eDPS 14.26,67.60%,,70,Shadow Rapidash,Fire Spin,Fire Blast,eDPS 17.56,76.70%,,70,Shadow Arcanine,Snarl,Crunch,eDPS 16.29,72.30%,,70,Enamorus (Incarnate),Astonish,Fly,eDPS 15.51,72.50%,,70,Celebi,Confusion,Dazzling Gleam,eDPS 13.20,72.60%,,70,Shadow Ho-Oh (Apex),Hidden Power Fighting,Sacred Fire+*,eDPS 16.63,69.20%,,70,Nidoqueen,Poison Jab,Sludge Wave,eDPS 13.87,68.50%,,70,Shadow Starmie,Hidden Power Ice,Ice Beam,eDPS 14.52,68.10%,,70,Shadow Pidgeot,Gust*,Brave Bird,eDPS 15.90,69.10%,,70,Leavanny,Razor Leaf,Leaf Blade,eDPS 15.28,75.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Shadow Kingler,Metal Claw,X-Scissor,eDPS 14.25,67.50%,,71,Houndoom,Fire Fang,Flamethrower,eDPS 17.48,76.40%,,71,Shadow Sharpedo,Bite,Crunch,eDPS 16.26,72.10%,,71,Shadow Crobat,Bite,Shadow Ball,eDPS 15.41,72.00%,,71,Gallade,Charm,Psychic,eDPS 13.09,72.00%,,71,Shadow Hitmonlee,Double Kick,Brick Break*,eDPS 16.59,69.10%,,71,Mew,Poison Jab,Blizzard,eDPS 13.86,68.50%,,71,Mew,Frost Breath,Ice Beam,eDPS 14.47,67.80%,,71,Dragonite,Dragon Tail,Hurricane,eDPS 15.81,68.70%,,71,Lilligant (Hisuian),Magical Leaf,Solar Beam,eDPS 15.12,74.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Togekiss,Hidden Power Bug,Dazzling Gleam,eDPS 14.04,66.50%,,72,Mega Manectric,Thunder Fang,Overheat,eDPS 16.80,73.40%,,72,Shadow Ho-Oh (Apex),Hidden Power Dark,Brave Bird,eDPS 16.19,71.80%,,72,Shadow Feraligatr,Shadow Claw,Hydro Cannon*,eDPS 15.21,71.10%,,72,Aromatisse,Charm,Moonblast,eDPS 12.67,69.70%,,72,Haxorus,Counter,Breaking Swipe*,eDPS 16.59,69.10%,,72,Glimmora,Rock Throw,Sludge Wave,eDPS 13.85,68.50%,,72,Togekiss,Hidden Power Ice,Dazzling Gleam,eDPS 14.47,67.80%,,72,Blaziken,Fire Spin,Brave Bird,eDPS 15.81,68.70%,,72,Hydrapple,Bullet Seed,Seed Bomb,eDPS 15.11,74.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Shadow Luxray,Hidden Power Bug,Wild Charge,eDPS 13.83,65.60%,,73,Shadow Tyranitar,Bite,Fire Blast,eDPS 16.67,72.80%,,73,Shadow Ho-Oh,Hidden Power Dark,Brave Bird,eDPS 16.19,71.80%,,73,Tapu Lele,Astonish,Nature's Madness*,eDPS 15.17,70.90%,,73,Slaking,Yawn,Play Rough,eDPS 12.65,69.60%,,73,Jirachi,Charge Beam,Aura Sphere,eDPS 16.55,68.90%,,73,Beedrill,Poison Jab,Sludge Bomb,eDPS 13.84,68.40%,,73,Mega Slowbro,Confusion,Ice Beam,eDPS 14.39,67.50%,,73,Shadow Crobat,Air Slash,Sludge Bomb,eDPS 15.80,68.70%,,73,Serperior,Vine Whip,Frenzy Plant*,eDPS 15.07,74.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Shadow Rhydon,Mud Slap,Megahorn*,eDPS 13.77,65.30%,,74,Shadow Rampardos,Smack Down,Flamethrower,eDPS 16.56,72.40%,,74,Shadow Archeops,Wing Attack,Crunch,eDPS 16.17,71.70%,,74,Reuniclus,Hidden Power Ghost,Shadow Ball,eDPS 15.13,70.70%,,74,Tinkaton,Fairy Wind,Play Rough,eDPS 12.65,69.50%,,74,Shadow Infernape,Rock Smash,Blast Burn*,eDPS 16.49,68.70%,,74,Shadow Amoonguss,Astonish,Sludge Bomb,eDPS 13.79,68.20%,,74,Shadow Annihilape,Counter,Ice Punch,eDPS 14.36,67.30%,,74,Dodrio,Peck,Drill Peck,eDPS 15.79,68.70%,,74,Shadow Ursaluna,Tackle,Trailblaze,eDPS 15.05,73.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
